,user_id,ts,ab,landing_page,converted
3709,9587806936,1357000101.0,control,old_page,0
3710,4737898149,1357000102.0,treatment,new_page,0
3711,9208244151,1357000103.0,treatment,new_page,1
3712,2877085074,1357000103.0,control,old_page,0
3713,2721630228,1357000103.0,control,old_page,0
3714,3772526495,1357000104.0,treatment,new_page,0
3715,9428412458,1357000104.0,treatment,new_page,0
3716,6638233671,1357000105.0,control,old_page,0
3717,6626107660,1357000106.0,treatment,new_page,0
3718,4761114349,1357000106.0,control,old_page,0
3719,6252596951,1357000107.0,treatment,new_page,0
3720,6320703716,1357000107.0,control,old_page,0
3721,5533769079,1357000107.0,control,old_page,0
3722,7842677443,1357000107.0,control,old_page,0
3723,8246890414,1357000108.0,treatment,new_page,0
3724,181590831,1357000109.0,treatment,new_page,0
3725,8001871842,1357000109.0,control,old_page,0
3726,2752796118,1357000109.0,treatment,new_page,0
3728,2752796118,1357000110.0,treatment,old_page,0
3727,3382868990,1357000110.0,treatment,new_page,1
3729,5682767294,1357000111.0,control,old_page,0
3732,7540503545,1357000112.0,control,old_page,0
3731,2701724288,1357000112.0,treatment,new_page,0
3730,6008467746,1357000112.0,treatment,new_page,0
3733,7885868100,1357000113.0,treatment,new_page,0
3734,5867902683,1357000113.0,control,old_page,0
3735,6017801627,1357000113.0,control,old_page,0
3736,1654757366,1357000117.0,treatment,new_page,0
3737,6189407834,1357000117.0,control,old_page,0
3738,809337338,1357000117.0,control,old_page,0
3739,2768020006,1357000117.0,control,old_page,0
3740,2572284155,1357000118.0,treatment,new_page,0
3741,8047613543,1357000118.0,control,old_page,0
3743,2368869220,1357000119.0,control,old_page,0
3742,6463948626,1357000119.0,treatment,new_page,0
3744,396672327,1357000120.0,treatment,new_page,0
3745,4752751729,1357000120.0,control,old_page,0
3746,7114691350,1357000120.0,control,old_page,1
3747,3480157165,1357000121.0,treatment,new_page,0
3748,2062304183,1357000121.0,treatment,new_page,0
3752,1680423729,1357000122.0,control,old_page,0
3749,7105738230,1357000122.0,treatment,new_page,1
3750,1725884336,1357000122.0,control,old_page,0
3751,6927501329,1357000122.0,control,old_page,0
3754,6873193798,1357000123.0,treatment,new_page,1
3755,3392635558,1357000123.0,control,old_page,1
3753,6591771548,1357000123.0,treatment,new_page,0
3756,7156571958,1357000124.0,treatment,new_page,0
3757,9300289755,1357000124.0,treatment,new_page,0
3758,1310678064,1357000125.0,treatment,new_page,0
3759,8175492133,1357000125.0,control,old_page,0
3760,3861363225,1357000126.0,control,old_page,0
3761,4823751200,1357000127.0,control,old_page,0
3762,362165603,1357000127.0,control,old_page,0
3763,1226675035,1357000128.0,control,old_page,0
3764,9571803019,1357000129.0,treatment,new_page,0
3765,9886655365,1357000130.0,treatment,new_page,0
3769,4128853439,1357000131.0,control,old_page,0
3768,6032177981,1357000131.0,control,old_page,0
3766,1183254791,1357000131.0,treatment,new_page,0
3767,8551541509,1357000131.0,treatment,new_page,0
3773,9024674715,1357000132.0,control,old_page,0
3770,3768105570,1357000132.0,treatment,new_page,0
3771,4354669284,1357000132.0,treatment,new_page,0
3772,8082107154,1357000132.0,control,old_page,0
3774,7839039038,1357000132.0,control,old_page,0
3776,475231062,1357000133.0,treatment,new_page,0
3775,3145992572,1357000133.0,treatment,new_page,0
3777,2949724076,1357000133.0,control,old_page,0
3778,3109605270,1357000134.0,treatment,new_page,0
3779,8376015029,1357000135.0,treatment,new_page,0
3780,6501590055,1357000135.0,treatment,new_page,0
3781,3105166052,1357000136.0,control,old_page,0
3782,6350938966,1357000136.0,control,old_page,0
3783,9410946225,1357000137.0,treatment,new_page,0
3784,4969294837,1357000137.0,treatment,new_page,0
3785,5283981010,1357000137.0,control,old_page,0
3786,1463100656,1357000137.0,control,old_page,0
3787,3889418875,1357000137.0,control,old_page,0
3788,3341930325,1357000137.0,control,old_page,0
3791,1462192994,1357000138.0,control,old_page,0
3789,6765492957,1357000138.0,treatment,new_page,0
3790,9793186316,1357000138.0,control,old_page,0
3792,4744734350,1357000139.0,treatment,new_page,1
3793,1843359205,1357000139.0,treatment,new_page,0
3794,1843359205,1357000140.0,treatment,old_page,0
3795,7733582940,1357000141.0,treatment,new_page,0
3796,9656570535,1357000142.0,treatment,new_page,0
3797,4568091969,1357000142.0,treatment,new_page,0
3798,6185395725,1357000143.0,control,old_page,0
3800,4274506650,1357000144.0,control,old_page,0
3801,5491751102,1357000144.0,control,old_page,0
3799,9806295913,1357000144.0,treatment,new_page,0
3802,64096984,1357000145.0,control,old_page,0
3803,4958279037,1357000146.0,treatment,new_page,0
3804,7247319089,1357000146.0,control,old_page,0
3805,2170699588,1357000146.0,control,old_page,0
3806,8322950769,1357000147.0,control,old_page,0
3807,9409484079,1357000149.0,control,old_page,0
3808,1767120801,1357000150.0,treatment,new_page,0
3809,2769392645,1357000150.0,control,old_page,0
3810,5050715134,1357000150.0,control,old_page,0
3812,6612264935,1357000151.0,treatment,new_page,0
3815,3384085111,1357000151.0,control,old_page,1
3814,731467612,1357000151.0,control,old_page,0
3811,8877981959,1357000151.0,treatment,new_page,0
3813,5914047202,1357000151.0,treatment,new_page,0
3816,7064489310,1357000152.0,control,old_page,0
3817,5894013625,1357000152.0,control,old_page,0
3818,7953876313,1357000152.0,control,old_page,0
3820,1017015430,1357000153.0,control,old_page,0
3819,380727686,1357000153.0,treatment,new_page,0
3821,9443251886,1357000153.0,control,old_page,0
3823,4108353129,1357000154.0,control,old_page,1
3822,2418568560,1357000154.0,treatment,new_page,0
3825,4336682162,1357000155.0,treatment,new_page,0
3824,7745502244,1357000155.0,treatment,new_page,0
3826,4533436047,1357000156.0,treatment,new_page,0
3827,6854831015,1357000156.0,control,old_page,0
3828,3681937661,1357000156.0,control,old_page,0
3829,3376212695,1357000159.0,control,old_page,0
3830,4011144333,1357000160.0,treatment,new_page,0
3831,5061931745,1357000160.0,control,old_page,0
3832,1285620132,1357000160.0,control,old_page,0
3833,6750053540,1357000160.0,treatment,new_page,0
3836,3760698219,1357000161.0,treatment,new_page,0
3837,6750053540,1357000161.0,treatment,old_page,0
3834,4271279543,1357000161.0,treatment,new_page,0
3835,3157335576,1357000161.0,treatment,new_page,0
3838,899422879,1357000162.0,treatment,new_page,0
3839,6938517024,1357000162.0,control,old_page,0
3840,656300744,1357000162.0,control,old_page,0
3841,3969701040,1357000163.0,control,old_page,0
3842,4300277401,1357000164.0,treatment,new_page,1
3843,3244301591,1357000164.0,treatment,new_page,0
3844,2463393104,1357000164.0,control,old_page,1
3845,2716961398,1357000165.0,control,old_page,0
3846,1132518819,1357000165.0,control,old_page,0
3850,4878170367,1357000166.0,treatment,new_page,0
3849,7118724915,1357000166.0,treatment,new_page,0
3848,5308879244,1357000166.0,treatment,new_page,0
3847,2360514638,1357000166.0,treatment,new_page,0
3851,8534822883,1357000167.0,treatment,new_page,0
3852,1974800641,1357000168.0,treatment,new_page,0
3853,6684861516,1357000168.0,control,old_page,0
3854,3121055700,1357000168.0,control,old_page,0
3855,9723375456,1357000168.0,control,old_page,0
3856,8723585776,1357000169.0,control,old_page,0
3857,709714391,1357000170.0,treatment,new_page,0
3858,3898093554,1357000170.0,control,old_page,0
3859,3931913460,1357000170.0,control,old_page,0
3863,2023690289,1357000171.0,treatment,new_page,0
3862,1327120664,1357000171.0,treatment,new_page,0
3860,3501926661,1357000171.0,treatment,new_page,0
3861,5246652006,1357000171.0,treatment,new_page,0
3864,7599724268,1357000173.0,treatment,new_page,1
3865,6361419391,1357000173.0,treatment,new_page,0
3866,3742987998,1357000173.0,control,old_page,0
3867,7452959362,1357000174.0,treatment,new_page,0
3868,66488476,1357000174.0,control,old_page,0
3869,4164201629,1357000175.0,control,old_page,0
3871,3229651216,1357000177.0,control,old_page,1
3870,1523216334,1357000177.0,control,old_page,1
3872,9638999372,1357000178.0,control,old_page,0
3873,793753464,1357000178.0,treatment,new_page,0
3874,7723092772,1357000179.0,control,old_page,0
3875,793753464,1357000179.0,treatment,old_page,0
3876,4261980534,1357000180.0,treatment,new_page,0
3877,9341598179,1357000180.0,control,old_page,1
3878,1043184593,1357000181.0,treatment,new_page,0
3879,8714847360,1357000181.0,control,old_page,0
3880,6137248,1357000181.0,control,old_page,0
3881,6510259875,1357000181.0,control,old_page,0
3883,8260988351,1357000182.0,control,old_page,0
3882,9411643471,1357000182.0,control,old_page,0
3884,5747299015,1357000183.0,treatment,new_page,0
3885,6562849255,1357000183.0,control,old_page,0
3886,3643226295,1357000184.0,treatment,new_page,0
3887,7371094406,1357000185.0,treatment,new_page,0
3888,832116215,1357000185.0,control,old_page,0
3889,3643226295,1357000185.0,treatment,old_page,0
3890,358318051,1357000186.0,treatment,new_page,0
3891,6498443070,1357000187.0,treatment,new_page,0
3892,854771966,1357000187.0,treatment,new_page,0
3893,407790456,1357000188.0,treatment,new_page,0
3894,4805700479,1357000189.0,treatment,new_page,0
3895,3663222033,1357000189.0,treatment,new_page,1
3896,9503575854,1357000189.0,control,old_page,0
3897,5680576612,1357000190.0,treatment,new_page,0
3898,9528379024,1357000190.0,treatment,new_page,0
3899,873316589,1357000190.0,control,old_page,1
3900,9386523545,1357000191.0,treatment,new_page,0
3901,4727370872,1357000191.0,treatment,new_page,1
3902,1988020276,1357000191.0,control,old_page,0
3906,4562542657,1357000192.0,control,old_page,0
3905,234975342,1357000192.0,treatment,new_page,0
3904,1986786092,1357000192.0,treatment,new_page,0
3903,1452281855,1357000192.0,treatment,new_page,0
3907,3761103980,1357000193.0,control,old_page,1
3908,6950464030,1357000193.0,control,old_page,1
3909,8640531157,1357000194.0,control,old_page,0
3910,6306779867,1357000195.0,treatment,new_page,0
3911,4797029039,1357000195.0,treatment,new_page,0
3912,5804935927,1357000197.0,treatment,new_page,0
3913,2844219140,1357000197.0,treatment,new_page,0
3919,2844219140,1357000198.0,treatment,old_page,0
3918,2443207963,1357000198.0,treatment,new_page,0
3917,3354660643,1357000198.0,control,old_page,0
3916,3073573867,1357000198.0,control,old_page,0
3915,8244758674,1357000198.0,treatment,new_page,1
3914,8282069729,1357000198.0,treatment,new_page,0
3920,8335014360,1357000199.0,treatment,new_page,1
3921,335502520,1357000199.0,treatment,new_page,1
3922,7894902844,1357000199.0,control,old_page,0
3923,4995381148,1357000199.0,control,old_page,1
3924,2443207963,1357000199.0,treatment,old_page,1
3926,642879710,1357000200.0,treatment,new_page,0
3927,3441330309,1357000200.0,treatment,new_page,0
3925,6804639411,1357000200.0,treatment,new_page,0
3928,9063219826,1357000201.0,treatment,new_page,0
3929,5908637051,1357000201.0,control,old_page,0
3930,7637277478,1357000202.0,treatment,new_page,0
3931,9436951680,1357000202.0,treatment,new_page,0
3932,1602982844,1357000202.0,control,old_page,0
3933,9773173598,1357000203.0,treatment,new_page,0
3934,4328810952,1357000203.0,control,old_page,0
3936,9439834808,1357000205.0,treatment,new_page,0
3935,943917225,1357000205.0,treatment,new_page,0
3939,1860083924,1357000207.0,control,old_page,0
3938,3345224757,1357000207.0,treatment,new_page,0
3937,2810402603,1357000207.0,treatment,new_page,0
3940,5358164764,1357000208.0,treatment,new_page,0
3941,3442638242,1357000208.0,control,old_page,0
3942,1660387171,1357000209.0,treatment,new_page,0
3943,1511873221,1357000209.0,control,old_page,1
3944,1140128826,1357000214.0,treatment,new_page,0
3945,8204187951,1357000214.0,treatment,new_page,0
3950,8754810565,1357000215.0,control,old_page,0
3948,7809544506,1357000215.0,treatment,new_page,0
3949,3606141699,1357000215.0,control,old_page,0
3946,9815976468,1357000215.0,treatment,new_page,0
3947,9459796245,1357000215.0,treatment,new_page,0
3951,3179969839,1357000216.0,treatment,new_page,0
3952,3752474454,1357000217.0,treatment,new_page,0
3953,6009534087,1357000219.0,treatment,new_page,1
3954,7183468763,1357000220.0,treatment,new_page,0
3955,9064845799,1357000221.0,treatment,new_page,0
3956,6161091332,1357000221.0,control,old_page,0
3959,7896013355,1357000222.0,treatment,new_page,0
3957,6976652571,1357000222.0,treatment,new_page,0
3958,5214882547,1357000222.0,treatment,new_page,0
3961,7701560901,1357000223.0,control,old_page,0
3962,7896013355,1357000223.0,treatment,old_page,0
3960,2538402854,1357000223.0,treatment,new_page,1
3963,5067292990,1357000224.0,treatment,new_page,0
3964,1205102596,1357000224.0,treatment,new_page,0
3965,6939941132,1357000225.0,control,old_page,0
3966,6151899952,1357000226.0,control,old_page,1
3967,771912709,1357000226.0,control,old_page,1
3972,9498453769,1357000228.0,control,old_page,0
3971,9736298593,1357000228.0,control,old_page,0
3973,8298561664,1357000228.0,control,old_page,0
3969,9705358448,1357000228.0,treatment,new_page,0
3968,8436382711,1357000228.0,treatment,new_page,0
3970,907168849,1357000228.0,control,old_page,0
3974,3400383301,1357000229.0,treatment,new_page,0
3975,1430506310,1357000229.0,treatment,new_page,0
3976,4527869183,1357000230.0,control,old_page,0
3977,1430506310,1357000230.0,treatment,old_page,0
3983,4468250398,1357000231.0,control,old_page,0
3978,8914339948,1357000231.0,treatment,new_page,0
3979,7365728186,1357000231.0,treatment,new_page,0
3980,1924328352,1357000231.0,treatment,new_page,1
3981,1187660652,1357000231.0,treatment,new_page,0
3982,2474773636,1357000231.0,treatment,new_page,0
3985,3512958477,1357000232.0,treatment,new_page,0
3984,7837347374,1357000232.0,treatment,new_page,0
3986,5006600854,1357000233.0,treatment,new_page,0
3987,9981850791,1357000234.0,treatment,new_page,0
3988,3735236889,1357000234.0,treatment,new_page,0
3989,7903896777,1357000234.0,treatment,new_page,0
3990,4603835242,1357000234.0,control,old_page,0
3991,2559613779,1357000234.0,control,old_page,0
3992,400558759,1357000234.0,control,old_page,1
3993,8624645215,1357000235.0,control,old_page,0
3994,9488727548,1357000236.0,treatment,new_page,0
3995,3624236530,1357000236.0,control,old_page,1
3997,2246927286,1357000237.0,control,old_page,0
3996,7386099428,1357000237.0,control,old_page,0
3998,3756214587,1357000238.0,treatment,new_page,0
3999,1403134768,1357000238.0,control,old_page,0
4000,7662839373,1357000238.0,control,old_page,0
4001,4440326577,1357000239.0,treatment,new_page,0
4002,7668829150,1357000240.0,treatment,new_page,0
4003,6410681652,1357000241.0,treatment,new_page,1
4004,7969094701,1357000241.0,treatment,new_page,0
4005,217675338,1357000241.0,control,old_page,0
4006,1468359053,1357000242.0,control,old_page,0
4010,7392674724,1357000243.0,control,old_page,0
4009,4416484903,1357000243.0,control,old_page,0
4007,7869267853,1357000243.0,control,old_page,0
4008,7554469986,1357000243.0,control,old_page,0
4011,841373873,1357000244.0,treatment,new_page,0
4012,865011828,1357000244.0,treatment,new_page,0
4013,4102172437,1357000244.0,control,old_page,0
4014,6747583880,1357000245.0,control,old_page,0
4015,272556215,1357000245.0,control,old_page,0
4016,7552167920,1357000245.0,control,old_page,0
4017,4120460053,1357000245.0,control,old_page,0
4018,309742352,1357000246.0,treatment,new_page,0
4019,4399648206,1357000246.0,control,old_page,0
4021,9568420709,1357000247.0,control,old_page,0
4020,1587982217,1357000247.0,control,old_page,0
4022,4158635233,1357000248.0,control,old_page,0
4023,2494474240,1357000248.0,control,old_page,0
4024,1186412484,1357000249.0,treatment,new_page,0
4025,3445569251,1357000249.0,treatment,new_page,0
4026,9929013599,1357000249.0,treatment,new_page,0
4027,5625679232,1357000249.0,control,old_page,0
4028,2407758904,1357000249.0,control,old_page,0
4029,5643188087,1357000250.0,control,old_page,0
4031,6962137104,1357000251.0,control,old_page,0
4030,1222111348,1357000251.0,control,old_page,0
4032,4470280968,1357000252.0,treatment,new_page,0
4033,9083013593,1357000252.0,control,old_page,0
4034,9749774623,1357000252.0,control,old_page,0
4035,2976914444,1357000254.0,treatment,new_page,1
4036,9815088375,1357000254.0,control,old_page,0
4037,3769355258,1357000255.0,treatment,new_page,0
4038,5458952719,1357000256.0,treatment,new_page,0
4039,7408589490,1357000256.0,control,old_page,1
4041,7031082290,1357000257.0,treatment,new_page,0
4040,7371958452,1357000257.0,treatment,new_page,0
4042,5825572135,1357000258.0,treatment,new_page,1
4043,1773055559,1357000258.0,control,old_page,0
4044,7376602562,1357000258.0,control,old_page,0
4045,9669142845,1357000259.0,treatment,new_page,0
4046,1045426952,1357000260.0,treatment,new_page,0
4047,6304565980,1357000260.0,control,old_page,0
4048,5050506233,1357000260.0,control,old_page,0
4050,5967804454,1357000261.0,control,old_page,0
4049,231144847,1357000261.0,control,old_page,1
4053,8392853027,1357000262.0,control,old_page,0
4052,9167685034,1357000262.0,control,old_page,0
4051,4101270270,1357000262.0,control,old_page,0
4054,9563557738,1357000263.0,treatment,new_page,0
4055,1514129099,1357000264.0,treatment,new_page,0
4056,4851421854,1357000264.0,treatment,new_page,0
4057,1821484189,1357000264.0,treatment,new_page,0
4058,9825485703,1357000266.0,treatment,new_page,0
4059,4890901214,1357000266.0,treatment,new_page,0
4060,5942392056,1357000266.0,treatment,new_page,0
4061,8294752683,1357000267.0,treatment,new_page,0
4062,828360680,1357000268.0,control,old_page,0
4063,2461947678,1357000269.0,treatment,new_page,0
4064,9683096725,1357000269.0,control,old_page,0
4065,6801034759,1357000270.0,treatment,new_page,0
4066,2475808179,1357000271.0,control,old_page,0
4067,8241583253,1357000271.0,control,old_page,0
4068,6272099605,1357000271.0,control,old_page,0
4069,2023709258,1357000271.0,treatment,new_page,0
4070,7988273005,1357000272.0,treatment,new_page,0
4071,5557582392,1357000272.0,treatment,new_page,0
4072,2023709258,1357000272.0,treatment,old_page,0
4074,5713273375,1357000273.0,control,old_page,0
4073,7428706235,1357000273.0,control,old_page,0
4075,2243460226,1357000274.0,treatment,new_page,0
4076,3989328630,1357000274.0,treatment,new_page,0
4077,2113211025,1357000274.0,control,old_page,0
4078,1317024061,1357000275.0,treatment,new_page,1
4079,3552681927,1357000275.0,treatment,new_page,0
4080,4438467736,1357000275.0,control,old_page,0
4081,687301073,1357000275.0,control,old_page,0
4084,9311773656,1357000276.0,treatment,new_page,0
4087,8476957334,1357000276.0,control,old_page,0
4086,8881394719,1357000276.0,control,old_page,1
4083,3608215407,1357000276.0,treatment,new_page,0
4082,7043036630,1357000276.0,treatment,new_page,1
4085,6177061875,1357000276.0,control,old_page,0
4088,8231409281,1357000277.0,treatment,new_page,0
4089,702010137,1357000278.0,control,old_page,0
4090,633792018,1357000279.0,treatment,new_page,0
4091,8522304662,1357000279.0,treatment,new_page,1
4092,8667196275,1357000280.0,treatment,new_page,0
4093,7469769937,1357000280.0,control,old_page,0
4094,7119058254,1357000281.0,treatment,new_page,0
4095,1884904355,1357000281.0,control,old_page,0
4100,2773675369,1357000282.0,control,old_page,0
4099,2653809229,1357000282.0,control,old_page,0
4101,6358967843,1357000282.0,control,old_page,0
4097,5555824770,1357000282.0,treatment,new_page,0
4096,2330428034,1357000282.0,treatment,new_page,0
4098,7443298434,1357000282.0,treatment,new_page,0
4104,4712712150,1357000287.0,control,old_page,0
4103,1122768293,1357000287.0,control,old_page,0
4102,1361184022,1357000287.0,treatment,new_page,0
4105,8798096681,1357000288.0,treatment,new_page,0
4106,6953307590,1357000288.0,control,old_page,1
4107,5774830121,1357000288.0,control,old_page,0
4108,8769915500,1357000289.0,treatment,new_page,0
4109,3506402287,1357000289.0,treatment,new_page,0
4110,3713351679,1357000289.0,control,old_page,0
4111,6491372625,1357000289.0,control,old_page,0
4112,8624939213,1357000289.0,treatment,new_page,0
4113,8624939213,1357000290.0,treatment,old_page,0
4116,7923981659,1357000292.0,control,old_page,0
4115,8910406819,1357000292.0,control,old_page,0
4114,7361652693,1357000292.0,control,old_page,0
4117,7289438592,1357000293.0,treatment,new_page,0
4118,7305196535,1357000294.0,treatment,new_page,0
4119,7406351690,1357000294.0,treatment,new_page,0
4120,2496197885,1357000294.0,control,old_page,0
4121,9690952001,1357000295.0,control,old_page,0
4122,199435973,1357000295.0,control,old_page,0
4123,4753967577,1357000295.0,control,old_page,0
4124,5092147193,1357000296.0,treatment,new_page,0
4125,3269282761,1357000297.0,treatment,new_page,0
4127,5520624770,1357000298.0,control,old_page,1
4126,6931264692,1357000298.0,treatment,new_page,0
4128,2040259645,1357000299.0,treatment,new_page,0
4129,7793630746,1357000300.0,treatment,new_page,0
4130,2228341731,1357000300.0,control,old_page,0
4131,599742560,1357000301.0,treatment,new_page,0
4132,7332542394,1357000301.0,treatment,new_page,1
4133,4739867968,1357000301.0,treatment,new_page,0
4134,6846031847,1357000302.0,treatment,new_page,0
4139,8798197305,1357000303.0,treatment,new_page,0
4137,7464219045,1357000303.0,treatment,new_page,0
4138,4013107643,1357000303.0,treatment,new_page,0
4135,6570922795,1357000303.0,treatment,new_page,0
4136,6655830783,1357000303.0,treatment,new_page,0
4140,4044427818,1357000304.0,treatment,new_page,0
4141,9169144097,1357000304.0,treatment,new_page,0
4142,4622831421,1357000304.0,treatment,new_page,1
4143,3181815073,1357000304.0,treatment,new_page,0
4144,158891892,1357000304.0,control,old_page,0
4145,1233730428,1357000305.0,treatment,new_page,0
4147,730597395,1357000306.0,treatment,new_page,0
4146,5540463156,1357000306.0,treatment,new_page,0
4148,5381637344,1357000306.0,treatment,new_page,0
4149,2527801821,1357000308.0,control,old_page,0
4150,4790805234,1357000309.0,treatment,new_page,0
4151,8932278741,1357000309.0,treatment,new_page,0
4152,5242863442,1357000309.0,control,old_page,0
4153,6950838587,1357000310.0,treatment,new_page,0
4154,2573073443,1357000311.0,treatment,new_page,1
4155,4682491035,1357000311.0,treatment,new_page,1
4156,5395056934,1357000311.0,control,old_page,0
4157,8536281409,1357000312.0,treatment,new_page,1
4159,205101701,1357000313.0,treatment,new_page,0
4160,1755469858,1357000313.0,control,old_page,0
4158,2917623296,1357000313.0,treatment,new_page,0
4161,1489427912,1357000314.0,treatment,new_page,0
4162,1654714919,1357000314.0,control,old_page,0
4163,6479044412,1357000314.0,control,old_page,1
4164,737928697,1357000315.0,treatment,new_page,0
4165,5266795282,1357000315.0,treatment,new_page,1
4166,609602386,1357000315.0,control,old_page,0
4167,7808108267,1357000315.0,control,old_page,0
4168,3621880522,1357000315.0,control,old_page,0
4173,9194387952,1357000316.0,control,old_page,0
4171,3043947499,1357000316.0,control,old_page,0
4172,7472986719,1357000316.0,control,old_page,0
4169,8065162164,1357000316.0,treatment,new_page,1
4170,897965026,1357000316.0,control,old_page,0
4174,3600291205,1357000317.0,treatment,new_page,0
4175,4533188615,1357000318.0,control,old_page,0
4176,9320946850,1357000319.0,treatment,new_page,0
4177,8283378051,1357000319.0,treatment,new_page,0
4178,8323554466,1357000319.0,control,old_page,1
4179,2422424143,1357000320.0,treatment,new_page,0
4180,8602684420,1357000323.0,treatment,new_page,0
4181,2566656908,1357000323.0,treatment,new_page,0
4183,6349113900,1357000324.0,treatment,new_page,0
4185,6673823162,1357000324.0,control,old_page,0
4182,8738340682,1357000324.0,treatment,new_page,0
4184,5993734847,1357000324.0,control,old_page,0
4186,4259221286,1357000325.0,control,old_page,0
4187,8107494069,1357000326.0,control,old_page,0
4188,4455514874,1357000327.0,treatment,new_page,0
4189,7944100434,1357000327.0,treatment,new_page,0
4190,3325021814,1357000327.0,treatment,new_page,0
4192,379462130,1357000329.0,control,old_page,0
4191,3950968471,1357000329.0,treatment,new_page,1
4193,56756500,1357000331.0,treatment,new_page,0
4197,1610038932,1357000332.0,control,old_page,0
4196,1782749554,1357000332.0,treatment,new_page,1
4195,2595330721,1357000332.0,treatment,new_page,0
4194,6265792430,1357000332.0,treatment,new_page,0
4198,3961175473,1357000333.0,treatment,new_page,0
4199,2161662625,1357000333.0,treatment,new_page,0
4200,6096084949,1357000333.0,control,old_page,0
4201,9429080819,1357000333.0,control,old_page,0
4202,8076467328,1357000333.0,control,old_page,0
4203,7448998052,1357000334.0,treatment,new_page,0
4204,3597481630,1357000335.0,treatment,new_page,1
4205,5966031323,1357000335.0,control,old_page,0
4206,2331765608,1357000335.0,control,old_page,0
4208,3695214433,1357000336.0,control,old_page,0
4207,4128222442,1357000336.0,treatment,new_page,0
4209,3706661493,1357000337.0,control,old_page,0
4210,2938484054,1357000337.0,control,old_page,0
4211,6367085022,1357000337.0,control,old_page,0
4212,9655788718,1357000338.0,treatment,new_page,1
4213,6631585634,1357000338.0,treatment,new_page,0
4214,6137021075,1357000338.0,treatment,new_page,0
4215,5168803059,1357000338.0,treatment,new_page,0
4216,4796891438,1357000338.0,control,old_page,0
4217,779815591,1357000338.0,control,old_page,0
4220,3071552156,1357000340.0,control,old_page,0
4218,8462830288,1357000340.0,treatment,new_page,0
4219,4036380926,1357000340.0,treatment,new_page,0
4221,1620659980,1357000341.0,control,old_page,1
4222,6622303969,1357000341.0,control,old_page,0
4223,3420980477,1357000342.0,treatment,new_page,0
4224,8036079421,1357000342.0,control,old_page,0
4225,87556455,1357000343.0,treatment,new_page,0
4226,7950249538,1357000343.0,treatment,new_page,1
4230,3343994671,1357000344.0,control,old_page,0
4232,782304371,1357000344.0,treatment,new_page,0
4231,2109019714,1357000344.0,control,old_page,0
4229,7627742414,1357000344.0,treatment,new_page,0
4228,7967891914,1357000344.0,treatment,new_page,0
4227,6163991641,1357000344.0,treatment,new_page,0
4233,1415024807,1357000345.0,treatment,new_page,0
4234,9210631021,1357000345.0,treatment,new_page,0
4235,782304371,1357000345.0,treatment,old_page,0
4236,3866024246,1357000346.0,treatment,new_page,0
4237,3332165766,1357000346.0,treatment,new_page,0
4238,9210631021,1357000346.0,treatment,old_page,0
4239,9440099234,1357000347.0,treatment,new_page,0
4240,9440099234,1357000348.0,treatment,old_page,0
4242,9636621675,1357000349.0,control,old_page,0
4241,8055076357,1357000349.0,control,old_page,0
4243,6037405764,1357000350.0,control,old_page,0
4244,5201434460,1357000352.0,treatment,new_page,0
4245,5543752653,1357000352.0,control,old_page,0
4246,1033090907,1357000352.0,control,old_page,0
4247,7046711585,1357000353.0,treatment,new_page,0
4248,2446619368,1357000353.0,treatment,new_page,0
4249,3163004571,1357000353.0,control,old_page,0
4251,1757458590,1357000354.0,treatment,new_page,0
4250,6462082178,1357000354.0,treatment,new_page,0
4253,6436643889,1357000355.0,control,old_page,0
4252,4839920902,1357000355.0,control,old_page,0
4254,774327698,1357000357.0,treatment,new_page,1
4255,7560820412,1357000358.0,treatment,new_page,0
4256,8474738412,1357000358.0,control,old_page,0
4257,4592098063,1357000358.0,control,old_page,0
4258,1691014406,1357000358.0,control,old_page,0
4260,4985903460,1357000359.0,control,old_page,0
4259,7813865633,1357000359.0,control,old_page,0
4262,3716070077,1357000360.0,control,old_page,0
4263,6973151381,1357000360.0,treatment,new_page,0
4261,4098537308,1357000360.0,treatment,new_page,0
4267,6973151381,1357000361.0,treatment,old_page,0
4266,7199833849,1357000361.0,control,old_page,0
4264,1861285307,1357000361.0,treatment,new_page,0
4265,9747415732,1357000361.0,treatment,new_page,1
4268,6288300550,1357000362.0,treatment,new_page,0
4269,7780625420,1357000362.0,treatment,new_page,0
4270,2912520187,1357000362.0,treatment,new_page,0
4271,5385099291,1357000362.0,treatment,new_page,0
4272,7504133314,1357000363.0,treatment,new_page,0
4273,1864178451,1357000363.0,control,old_page,0
4274,2885147554,1357000364.0,treatment,new_page,0
4275,6805511573,1357000364.0,control,old_page,0
4276,9389469351,1357000365.0,treatment,new_page,0
4277,2666962708,1357000365.0,treatment,new_page,0
4278,3929072300,1357000366.0,treatment,new_page,0
4279,9112861990,1357000366.0,control,old_page,0
4280,968512387,1357000367.0,treatment,new_page,0
4281,9905266874,1357000368.0,control,old_page,0
4283,699134700,1357000370.0,control,old_page,0
4284,4863225603,1357000370.0,control,old_page,0
4282,5354305331,1357000370.0,treatment,new_page,0
4285,7902032200,1357000370.0,control,old_page,0
4290,5315442896,1357000371.0,control,old_page,0
4288,6496809039,1357000371.0,treatment,new_page,0
4289,1660989828,1357000371.0,control,old_page,0
4287,6517963284,1357000371.0,treatment,new_page,0
4286,9835299889,1357000371.0,treatment,new_page,0
